query_id,document_id,gender,match_body_email_subject_score_norm,match_body_email_subject_term_count,match_body_email_subject_df_min,match_body_email_subject_df_max,match_body_email_subject_df_stdev,match_body_email_subject_df_sum,match_body_email_subject_idf_min,match_body_email_subject_idf_max,match_body_email_subject_idf_stdev,match_body_email_subject_idf_sum,match_body_email_subject_tf_min,match_body_email_subject_tf_max,match_body_email_subject_tf_stdev,match_body_email_subject_tf_sum,match_body_term_count,match_body_score_norm,match_subject_score_norm,match_subject_term_count,judgement
1,candidate-0038,1.0,10.004256,30.0,0.0,37.0,12.601267,289.0,2.7873638,6.42495,1.4415143,148.908,0.0,1297.0,355.84497,6221.0,10.0,10.004256,0.0,10.0,0
1,candidate-0041,1.0,0.0,30.0,0.0,48.0,15.003293,358.0,2.5063424,6.398163,1.4758329,141.9123,0.0,1733.0,456.64035,7826.0,10.0,0.0,0.0,10.0,0
1,candidate-0042,1.0,1.3594366,30.0,0.0,48.0,15.003293,358.0,2.5063424,6.398163,1.4758329,141.9123,0.0,1733.0,456.64035,7826.0,10.0,1.3594366,0.0,10.0,0
1,candidate-0045,0.0,6.607296,30.0,0.0,48.0,15.003293,358.0,2.5063424,6.398163,1.4758329,141.9123,0.0,1733.0,456.64035,7826.0,10.0,6.607296,0.0,10.0,0
1,candidate-0049,1.0,6.0021253,30.0,0.0,48.0,15.003293,358.0,2.5063424,6.398163,1.4758329,141.9123,0.0,1733.0,456.64035,7826.0,10.0,6.0021253,0.0,10.0,0
1,candidate-0043,1.0,0.0,30.0,0.0,29.0,9.708155,228.0,2.9459102,6.3471074,1.3351407,149.23557,0.0,1336.0,357.47214,5737.0,10.0,0.0,0.0,10.0,0
1,candidate-0044,1.0,13.004104,30.0,0.0,38.0,12.316749,307.0,2.7391157,6.4026775,1.3990194,143.37845,0.0,6834.0,1503.9619,21181.0,10.0,13.004104,3.6122344,10.0,0
1,candidate-0047,1.0,0.0,30.0,0.0,30.0,9.602741,215.0,2.9459102,6.379897,1.3332491,152.38474,0.0,2439.0,546.4229,8004.0,10.0,0.0,0.0,10.0,0
1,candidate-0050,1.0,0.0,30.0,0.0,30.0,9.602741,215.0,2.9459102,6.379897,1.3332491,152.38474,0.0,2439.0,546.4229,8004.0,10.0,0.0,0.0,10.0,0
1,candidate-0046,1.0,8.541724,30.0,0.0,37.0,12.601267,289.0,2.7873638,6.42495,1.4415143,148.908,0.0,1297.0,355.84497,6221.0,10.0,8.541724,0.0,10.0,0
1,candidate-0048,1.0,16.499214,30.0,0.0,37.0,12.601267,289.0,2.7873638,6.42495,1.4415143,148.908,0.0,1297.0,355.84497,6221.0,10.0,16.499214,0.0,10.0,0
1,candidate-0053,1.0,0.0,30.0,0.0,48.0,15.003293,358.0,2.5063424,6.398163,1.4758329,141.9123,0.0,1733.0,456.64035,7826.0,10.0,0.0,0.0,10.0,0
1,candidate-0060,1.0,0.0,30.0,0.0,29.0,9.708155,228.0,2.9459102,6.3471074,1.3351407,149.23557,0.0,1336.0,357.47214,5737.0,10.0,0.0,0.0,10.0,0
1,candidate-0052,1.0,0.0,30.0,0.0,38.0,12.316749,307.0,2.7391157,6.4026775,1.3990194,143.37845,0.0,6834.0,1503.9619,21181.0,10.0,0.0,0.0,10.0,0
1,candidate-0055,1.0,3.1702383,30.0,0.0,38.0,12.316749,307.0,2.7391157,6.4026775,1.3990194,143.37845,0.0,6834.0,1503.9619,21181.0,10.0,3.1702383,0.0,10.0,0
1,candidate-0056,1.0,18.507523,30.0,0.0,38.0,12.316749,307.0,2.7391157,6.4026775,1.3990194,143.37845,0.0,6834.0,1503.9619,21181.0,10.0,18.507523,4.2052846,10.0,0
1,candidate-0058,0.0,0.0,30.0,0.0,38.0,12.316749,307.0,2.7391157,6.4026775,1.3990194,143.37845,0.0,6834.0,1503.9619,21181.0,10.0,0.0,0.0,10.0,0
1,candidate-0051,1.0,5.104001,30.0,0.0,37.0,12.601267,289.0,2.7873638,6.42495,1.4415143,148.908,0.0,1297.0,355.84497,6221.0,10.0,5.104001,0.0,10.0,0
1,candidate-0054,1.0,0.0,30.0,0.0,37.0,12.601267,289.0,2.7873638,6.42495,1.4415143,148.908,0.0,1297.0,355.84497,6221.0,10.0,0.0,0.0,10.0,0
1,candidate-0057,1.0,4.615176,30.0,0.0,37.0,12.601267,289.0,2.7873638,6.42495,1.4415143,148.908,0.0,1297.0,355.84497,6221.0,10.0,4.615176,0.0,10.0,0
1,candidate-0059,1.0,0.0,30.0,0.0,37.0,12.601267,289.0,2.7873638,6.42495,1.4415143,148.908,0.0,1297.0,355.84497,6221.0,10.0,0.0,0.0,10.0,0
1,candidate-0061,1.0,0.0,30.0,0.0,48.0,15.003293,358.0,2.5063424,6.398163,1.4758329,141.9123,0.0,1733.0,456.64035,7826.0,10.0,0.0,0.0,10.0,0
1,candidate-0063,0.0,0.0,30.0,0.0,29.0,9.708155,228.0,2.9459102,6.3471074,1.3351407,149.23557,0.0,1336.0,357.47214,5737.0,10.0,0.0,0.0,10.0,0
1,candidate-0066,0.0,0.0,30.0,0.0,29.0,9.708155,228.0,2.9459102,6.3471074,1.3351407,149.23557,0.0,1336.0,357.47214,5737.0,10.0,0.0,0.0,10.0,0
1,candidate-0067,1.0,22.330853,30.0,0.0,30.0,9.602741,215.0,2.9459102,6.379897,1.3332491,152.38474,0.0,2439.0,546.4229,8004.0,10.0,22.330853,12.135233,10.0,0
1,candidate-0068,1.0,0.0,30.0,0.0,30.0,9.602741,215.0,2.9459102,6.379897,1.3332491,152.38474,0.0,2439.0,546.4229,8004.0,10.0,0.0,0.0,10.0,0
1,candidate-0062,1.0,0.0,30.0,0.0,37.0,12.601267,289.0,2.7873638,6.42495,1.4415143,148.908,0.0,1297.0,355.84497,6221.0,10.0,0.0,0.0,10.0,0
1,candidate-0064,1.0,7.628298,30.0,0.0,37.0,12.601267,289.0,2.7873638,6.42495,1.4415143,148.908,0.0,1297.0,355.84497,6221.0,10.0,7.628298,0.0,10.0,0
1,candidate-0065,1.0,3.2042892,30.0,0.0,37.0,12.601267,289.0,2.7873638,6.42495,1.4415143,148.908,0.0,1297.0,355.84497,6221.0,10.0,3.2042892,0.0,10.0,0
1,candidate-0069,1.0,0.0,30.0,0.0,37.0,12.601267,289.0,2.7873638,6.42495,1.4415143,148.908,0.0,1297.0,355.84497,6221.0,10.0,0.0,0.0,10.0,0
1,candidate-0070,1.0,19.970833,30.0,0.0,37.0,12.601267,289.0,2.7873638,6.42495,1.4415143,148.908,0.0,1297.0,355.84497,6221.0,10.0,19.970833,6.713093,10.0,0
1,candidate-0074,1.0,0.0,30.0,0.0,48.0,15.003293,358.0,2.5063424,6.398163,1.4758329,141.9123,0.0,1733.0,456.64035,7826.0,10.0,0.0,0.0,10.0,0
1,candidate-0080,1.0,1.9681233,30.0,0.0,48.0,15.003293,358.0,2.5063424,6.398163,1.4758329,141.9123,0.0,1733.0,456.64035,7826.0,10.0,1.9681233,0.0,10.0,0
1,candidate-0071,1.0,0.0,30.0,0.0,29.0,9.708155,228.0,2.9459102,6.3471074,1.3351407,149.23557,0.0,1336.0,357.47214,5737.0,10.0,0.0,0.0,10.0,0
1,candidate-0079,1.0,0.0,30.0,0.0,29.0,9.708155,228.0,2.9459102,6.3471074,1.3351407,149.23557,0.0,1336.0,357.47214,5737.0,10.0,0.0,0.0,10.0,0
1,candidate-0072,1.0,5.7821016,30.0,0.0,30.0,9.602741,215.0,2.9459102,6.379897,1.3332491,152.38474,0.0,2439.0,546.4229,8004.0,10.0,5.7821016,0.0,10.0,0
1,candidate-0073,1.0,6.5947523,30.0,0.0,30.0,9.602741,215.0,2.9459102,6.379897,1.3332491,152.38474,0.0,2439.0,546.4229,8004.0,10.0,6.5947523,0.0,10.0,0
1,candidate-0078,0.0,0.0,30.0,0.0,30.0,9.602741,215.0,2.9459102,6.379897,1.3332491,152.38474,0.0,2439.0,546.4229,8004.0,10.0,0.0,0.0,10.0,0
1,candidate-0075,1.0,0.0,30.0,0.0,37.0,12.601267,289.0,2.7873638,6.42495,1.4415143,148.908,0.0,1297.0,355.84497,6221.0,10.0,0.0,0.0,10.0,0
1,candidate-0076,1.0,6.485428,30.0,0.0,37.0,12.601267,289.0,2.7873638,6.42495,1.4415143,148.908,0.0,1297.0,355.84497,6221.0,10.0,6.485428,0.0,10.0,0
1,candidate-0077,0.0,0.0,30.0,0.0,37.0,12.601267,289.0,2.7873638,6.42495,1.4415143,148.908,0.0,1297.0,355.84497,6221.0,10.0,0.0,0.0,10.0,0
1,candidate-0085,1.0,0.0,30.0,0.0,48.0,15.003293,358.0,2.5063424,6.398163,1.4758329,141.9123,0.0,1733.0,456.64035,7826.0,10.0,0.0,0.0,10.0,0
1,candidate-0090,1.0,17.531096,30.0,0.0,48.0,15.003293,358.0,2.5063424,6.398163,1.4758329,141.9123,0.0,1733.0,456.64035,7826.0,10.0,17.531096,4.005714,10.0,0
1,candidate-0083,1.0,0.0,30.0,0.0,29.0,9.708155,228.0,2.9459102,6.3471074,1.3351407,149.23557,0.0,1336.0,357.47214,5737.0,10.0,0.0,0.0,10.0,0
1,candidate-0088,1.0,12.01362,30.0,0.0,29.0,9.708155,228.0,2.9459102,6.3471074,1.3351407,149.23557,0.0,1336.0,357.47214,5737.0,10.0,12.01362,0.0,10.0,0
1,candidate-0089,1.0,0.0,30.0,0.0,29.0,9.708155,228.0,2.9459102,6.3471074,1.3351407,149.23557,0.0,1336.0,357.47214,5737.0,10.0,0.0,0.0,10.0,0
1,candidate-0081,1.0,3.0748217,30.0,0.0,38.0,12.316749,307.0,2.7391157,6.4026775,1.3990194,143.37845,0.0,6834.0,1503.9619,21181.0,10.0,3.0748217,0.0,10.0,0
1,candidate-0086,1.0,0.0,30.0,0.0,38.0,12.316749,307.0,2.7391157,6.4026775,1.3990194,143.37845,0.0,6834.0,1503.9619,21181.0,10.0,0.0,0.0,10.0,0
1,candidate-0082,1.0,1.4104376,30.0,0.0,30.0,9.602741,215.0,2.9459102,6.379897,1.3332491,152.38474,0.0,2439.0,546.4229,8004.0,10.0,1.4104376,0.0,10.0,0
1,candidate-0087,1.0,0.0,30.0,0.0,30.0,9.602741,215.0,2.9459102,6.379897,1.3332491,152.38474,0.0,2439.0,546.4229,8004.0,10.0,0.0,0.0,10.0,0
1,candidate-0084,1.0,0.0,30.0,0.0,37.0,12.601267,289.0,2.7873638,6.42495,1.4415143,148.908,0.0,1297.0,355.84497,6221.0,10.0,0.0,0.0,10.0,0
1,candidate-0093,1.0,0.0,30.0,0.0,48.0,15.003293,358.0,2.5063424,6.398163,1.4758329,141.9123,0.0,1733.0,456.64035,7826.0,10.0,0.0,0.0,10.0,0
1,candidate-0099,1.0,5.284082,30.0,0.0,48.0,15.003293,358.0,2.5063424,6.398163,1.4758329,141.9123,0.0,1733.0,456.64035,7826.0,10.0,5.284082,0.0,10.0,0
1,candidate-0100,1.0,1.6265566,30.0,0.0,48.0,15.003293,358.0,2.5063424,6.398163,1.4758329,141.9123,0.0,1733.0,456.64035,7826.0,10.0,1.6265566,0.0,10.0,0
1,candidate-0095,1.0,4.572827,30.0,0.0,29.0,9.708155,228.0,2.9459102,6.3471074,1.3351407,149.23557,0.0,1336.0,357.47214,5737.0,10.0,4.572827,0.0,10.0,0
1,candidate-0097,1.0,24.43253,30.0,0.0,29.0,9.708155,228.0,2.9459102,6.3471074,1.3351407,149.23557,0.0,1336.0,357.47214,5737.0,10.0,24.43253,21.509209,10.0,0
1,candidate-0094,0.0,0.0,30.0,0.0,38.0,12.316749,307.0,2.7391157,6.4026775,1.3990194,143.37845,0.0,6834.0,1503.9619,21181.0,10.0,0.0,0.0,10.0,0
1,candidate-0096,1.0,0.0,30.0,0.0,30.0,9.602741,215.0,2.9459102,6.379897,1.3332491,152.38474,0.0,2439.0,546.4229,8004.0,10.0,0.0,0.0,10.0,0
1,candidate-0098,0.0,15.688703,30.0,0.0,30.0,9.602741,215.0,2.9459102,6.379897,1.3332491,152.38474,0.0,2439.0,546.4229,8004.0,10.0,15.688703,0.0,10.0,0
1,candidate-0091,1.0,0.0,30.0,0.0,37.0,12.601267,289.0,2.7873638,6.42495,1.4415143,148.908,0.0,1297.0,355.84497,6221.0,10.0,0.0,0.0,10.0,0
1,candidate-0092,1.0,14.197533,30.0,0.0,37.0,12.601267,289.0,2.7873638,6.42495,1.4415143,148.908,0.0,1297.0,355.84497,6221.0,10.0,14.197533,3.2130888,10.0,0
1,candidate-0106,1.0,0.0,30.0,0.0,48.0,15.003293,358.0,2.5063424,6.398163,1.4758329,141.9123,0.0,1733.0,456.64035,7826.0,10.0,0.0,0.0,10.0,0
1,candidate-0109,1.0,0.0,30.0,0.0,48.0,15.003293,358.0,2.5063424,6.398163,1.4758329,141.9123,0.0,1733.0,456.64035,7826.0,10.0,0.0,0.0,10.0,0
1,candidate-0101,1.0,0.0,30.0,0.0,29.0,9.708155,228.0,2.9459102,6.3471074,1.3351407,149.23557,0.0,1336.0,357.47214,5737.0,10.0,0.0,0.0,10.0,0
1,candidate-0102,1.0,4.3499537,30.0,0.0,29.0,9.708155,228.0,2.9459102,6.3471074,1.3351407,149.23557,0.0,1336.0,357.47214,5737.0,10.0,4.3499537,0.0,10.0,0
1,candidate-0104,1.0,0.0,30.0,0.0,29.0,9.708155,228.0,2.9459102,6.3471074,1.3351407,149.23557,0.0,1336.0,357.47214,5737.0,10.0,0.0,0.0,10.0,0
1,candidate-0105,1.0,0.0,30.0,0.0,29.0,9.708155,228.0,2.9459102,6.3471074,1.3351407,149.23557,0.0,1336.0,357.47214,5737.0,10.0,0.0,0.0,10.0,0
1,candidate-0107,1.0,0.0,30.0,0.0,38.0,12.316749,307.0,2.7391157,6.4026775,1.3990194,143.37845,0.0,6834.0,1503.9619,21181.0,10.0,0.0,0.0,10.0,0
1,candidate-0110,0.0,0.0,30.0,0.0,38.0,12.316749,307.0,2.7391157,6.4026775,1.3990194,143.37845,0.0,6834.0,1503.9619,21181.0,10.0,0.0,0.0,10.0,0
1,candidate-0108,0.0,0.0,30.0,0.0,30.0,9.602741,215.0,2.9459102,6.379897,1.3332491,152.38474,0.0,2439.0,546.4229,8004.0,10.0,0.0,0.0,10.0,0
1,candidate-0103,1.0,0.0,30.0,0.0,37.0,12.601267,289.0,2.7873638,6.42495,1.4415143,148.908,0.0,1297.0,355.84497,6221.0,10.0,0.0,0.0,10.0,0
1,candidate-0111,1.0,0.0,30.0,0.0,48.0,15.003293,358.0,2.5063424,6.398163,1.4758329,141.9123,0.0,1733.0,456.64035,7826.0,10.0,0.0,0.0,10.0,0
1,candidate-0117,1.0,0.0,30.0,0.0,48.0,15.003293,358.0,2.5063424,6.398163,1.4758329,141.9123,0.0,1733.0,456.64035,7826.0,10.0,0.0,0.0,10.0,0
1,candidate-0120,1.0,5.355128,30.0,0.0,48.0,15.003293,358.0,2.5063424,6.398163,1.4758329,141.9123,0.0,1733.0,456.64035,7826.0,10.0,5.355128,3.7971642,10.0,0
1,candidate-0114,1.0,0.0,30.0,0.0,29.0,9.708155,228.0,2.9459102,6.3471074,1.3351407,149.23557,0.0,1336.0,357.47214,5737.0,10.0,0.0,0.0,10.0,0
1,candidate-0118,1.0,10.131757,30.0,0.0,29.0,9.708155,228.0,2.9459102,6.3471074,1.3351407,149.23557,0.0,1336.0,357.47214,5737.0,10.0,10.131757,3.0065324,10.0,0
1,candidate-0115,1.0,17.550295,30.0,0.0,38.0,12.316749,307.0,2.7391157,6.4026775,1.3990194,143.37845,0.0,6834.0,1503.9619,21181.0,10.0,17.550295,6.9619737,10.0,0
1,candidate-0119,1.0,16.219307,30.0,0.0,38.0,12.316749,307.0,2.7391157,6.4026775,1.3990194,143.37845,0.0,6834.0,1503.9619,21181.0,10.0,16.219307,3.5304613,10.0,0
1,candidate-0112,1.0,0.0,30.0,0.0,30.0,9.602741,215.0,2.9459102,6.379897,1.3332491,152.38474,0.0,2439.0,546.4229,8004.0,10.0,0.0,0.0,10.0,0
1,candidate-0113,1.0,2.3715432,30.0,0.0,30.0,9.602741,215.0,2.9459102,6.379897,1.3332491,152.38474,0.0,2439.0,546.4229,8004.0,10.0,2.3715432,0.0,10.0,0
1,candidate-0116,1.0,0.0,30.0,0.0,30.0,9.602741,215.0,2.9459102,6.379897,1.3332491,152.38474,0.0,2439.0,546.4229,8004.0,10.0,0.0,0.0,10.0,0
1,candidate-0121,0.0,11.308744,30.0,0.0,48.0,15.003293,358.0,2.5063424,6.398163,1.4758329,141.9123,0.0,1733.0,456.64035,7826.0,10.0,11.308744,4.3332205,10.0,0
1,candidate-0124,1.0,0.0,30.0,0.0,48.0,15.003293,358.0,2.5063424,6.398163,1.4758329,141.9123,0.0,1733.0,456.64035,7826.0,10.0,0.0,0.0,10.0,0
1,candidate-0127,1.0,0.0,30.0,0.0,48.0,15.003293,358.0,2.5063424,6.398163,1.4758329,141.9123,0.0,1733.0,456.64035,7826.0,10.0,0.0,0.0,10.0,0
1,candidate-0130,1.0,10.097369,30.0,0.0,48.0,15.003293,358.0,2.5063424,6.398163,1.4758329,141.9123,0.0,1733.0,456.64035,7826.0,10.0,10.097369,0.0,10.0,0
1,candidate-0128,1.0,0.0,30.0,0.0,29.0,9.708155,228.0,2.9459102,6.3471074,1.3351407,149.23557,0.0,1336.0,357.47214,5737.0,10.0,0.0,0.0,10.0,0
1,candidate-0122,1.0,0.0,30.0,0.0,30.0,9.602741,215.0,2.9459102,6.379897,1.3332491,152.38474,0.0,2439.0,546.4229,8004.0,10.0,0.0,0.0,10.0,0
1,candidate-0125,0.0,10.980885,30.0,0.0,30.0,9.602741,215.0,2.9459102,6.379897,1.3332491,152.38474,0.0,2439.0,546.4229,8004.0,10.0,10.980885,0.0,10.0,0
1,candidate-0126,1.0,1.4112773,30.0,0.0,30.0,9.602741,215.0,2.9459102,6.379897,1.3332491,152.38474,0.0,2439.0,546.4229,8004.0,10.0,1.4112773,0.0,10.0,0
1,candidate-0129,1.0,0.0,30.0,0.0,30.0,9.602741,215.0,2.9459102,6.379897,1.3332491,152.38474,0.0,2439.0,546.4229,8004.0,10.0,0.0,0.0,10.0,0
1,candidate-0123,0.0,0.0,30.0,0.0,37.0,12.601267,289.0,2.7873638,6.42495,1.4415143,148.908,0.0,1297.0,355.84497,6221.0,10.0,0.0,0.0,10.0,0
1,candidate-0131,1.0,0.0,30.0,0.0,48.0,15.003293,358.0,2.5063424,6.398163,1.4758329,141.9123,0.0,1733.0,456.64035,7826.0,10.0,0.0,0.0,10.0,0
1,candidate-0133,1.0,11.67435,30.0,0.0,48.0,15.003293,358.0,2.5063424,6.398163,1.4758329,141.9123,0.0,1733.0,456.64035,7826.0,10.0,11.67435,0.0,10.0,0
1,candidate-0136,1.0,0.0,30.0,0.0,29.0,9.708155,228.0,2.9459102,6.3471074,1.3351407,149.23557,0.0,1336.0,357.47214,5737.0,10.0,0.0,0.0,10.0,0
1,candidate-0137,1.0,1.7745137,30.0,0.0,29.0,9.708155,228.0,2.9459102,6.3471074,1.3351407,149.23557,0.0,1336.0,357.47214,5737.0,10.0,1.7745137,0.0,10.0,0
1,candidate-0138,0.0,15.449527,30.0,0.0,29.0,9.708155,228.0,2.9459102,6.3471074,1.3351407,149.23557,0.0,1336.0,357.47214,5737.0,10.0,15.449527,0.0,10.0,0
1,candidate-0132,1.0,0.0,30.0,0.0,38.0,12.316749,307.0,2.7391157,6.4026775,1.3990194,143.37845,0.0,6834.0,1503.9619,21181.0,10.0,0.0,0.0,10.0,0
